Month,CustID-q,Quantity,CustID-f,Frequency
February 2011,15189,2,17667,481
February 2011,13666,2,13725,480
February 2011,17071,2,17338,480
February 2011,14562,2,12867,475
February 2011,16897,2,14060,474
February 2011,17655,2,13421,469
February 2011,12836,2,13309,467
February 2011,14659,2,13629,450
February 2011,14415,2,15939,444
February 2011,13668,2,14046,443
February 2011,17677,2,17838,442
February 2011,17954,2,13408,440
February 2011,16945,2,16045,438
February 2011,14667,2,13784,432
February 2011,15769,2,13044,429
February 2011,13004,2,14796,428
February 2011,17516,2,17863,426
February 2011,16033,2,13777,422
February 2011,13230,2,16980,418
February 2011,15544,2,13804,417
February 2011,16607,2,16726,416
February 2011,14944,2,17677,414
February 2011,14497,2,17655,408
February 2011,13819,2,17226,406
February 2011,15738,2,13199,403
February 2011,13077,2,13911,402
February 2011,14309,2,14688,400
February 2011,14443,2,16656,400
February 2011,18041,2,16019,396
February 2011,14475,2,16607,395
February 2011,16558,2,16771,394
February 2011,14051,2,15270,394
February 2011,13199,2,16546,393
February 2011,17314,2,15974,388
February 2011,16814,2,14227,385
February 2011,17613,2,15903,384
February 2011,15146,2,13870,384
February 2011,18125,2,17858,384
February 2011,16378,2,16317,382
February 2011,17961,2,14004,382
February 2011,16686,2,15640,380
February 2011,16431,2,16638,376
February 2011,17035,2,13717,375
February 2011,17083,2,15358,374
February 2011,13873,2,16713,372
February 2011,14701,2,14530,371
February 2011,16705,2,16842,370
February 2011,15061,2,15971,370
February 2011,15358,2,17537,369
February 2011,16191,2,14056,366
February 2011,18250,2,14309,366
February 2011,17230,2,16187,365
February 2011,17243,2,15805,362
February 2011,17757,2,16556,362
February 2011,17428,2,16394,362
February 2011,13911,2,13246,361
February 2011,14189,2,16027,361
February 2011,14587,2,17388,360
February 2011,15122,2,15845,358
February 2011,12823,2,14841,355
February 2011,14431,2,13151,354
February 2011,18198,2,13489,352
February 2011,13576,2,14944,348
February 2011,17609,2,15847,348
February 2011,13684,2,17105,345
February 2011,13939,2,15189,342
February 2011,14176,2,16570,342
February 2011,16133,2,14081,340
February 2011,14560,2,13941,336
February 2011,17377,2,13362,336
February 2011,16992,2,16592,334
February 2011,16875,2,17364,333
February 2011,15658,2,17175,332
February 2011,15059,2,13800,331
February 2011,16912,2,13178,326
February 2011,16407,2,17050,324
February 2011,14810,2,14211,320
February 2011,16979,2,17884,319
February 2011,13110,2,13050,317
February 2011,13623,2,17334,314
February 2011,18231,2,15044,311
February 2011,14760,2,17017,308
February 2011,17422,2,15615,305
February 2011,15796,2,16779,305
February 2011,16458,2,13077,304
February 2011,17214,2,13875,302
February 2011,16701,2,17442,302
February 2011,17819,2,15240,301
February 2011,17949,2,13113,296
February 2011,16779,2,16359,295
February 2011,13118,2,17162,294
February 2011,14744,2,17472,293
February 2011,16839,2,14850,293
February 2011,18087,2,13824,292
February 2011,15290,2,14472,291
February 2011,13408,2,15235,287
February 2011,14952,2,13097,286
February 2011,14133,2,18041,285
February 2011,16405,2,14048,284
February 2011,16011,2,16030,283
February 2011,13489,2,16011,277
February 2011,14849,2,12841,276
February 2011,14735,2,13425,276
February 2011,17612,2,13149,276
February 2011,15939,2,16126,275
February 2011,17063,2,12971,274
February 2011,15606,2,12857,274
February 2011,18102,2,13018,273
February 2011,16997,2,15547,271
February 2011,12989,2,18225,269
February 2011,12852,2,13319,268
February 2011,14842,2,13381,267
February 2011,13098,2,15046,267
February 2011,17924,2,16700,266
February 2011,12980,2,14665,266
February 2011,14460,2,17002,266
February 2011,17560,2,14233,266
February 2011,17867,2,13590,266
February 2011,16928,2,14036,265
February 2011,16027,2,13102,264
February 2011,16073,2,18094,264
February 2011,16716,2,15236,263
February 2011,13345,1,13971,260
February 2011,15133,1,12836,260
February 2011,16014,1,13509,260
February 2011,14056,1,17819,260
February 2011,13804,1,16306,258
February 2011,15858,1,15708,256
February 2011,14895,1,16945,255
February 2011,15805,1,17243,255
February 2011,13285,1,13576,255
February 2011,13305,1,17314,254
February 2011,16843,1,16875,251
February 2011,17139,1,15810,250
February 2011,16126,1,15303,248
February 2011,13208,1,16456,247
February 2011,17362,1,17147,246
February 2011,16931,1,15808,244
February 2011,13842,1,16161,244
February 2011,14127,1,16208,243
February 2011,17507,1,15370,242
February 2011,15724,1,18196,241
February 2011,18061,1,14639,239
February 2011,13717,1,17419,238
February 2011,13491,1,14481,234
February 2011,12988,1,14497,233
February 2011,14162,1,17377,233
February 2011,17499,1,16841,230
February 2011,13157,1,15122,230
February 2011,14481,1,13488,229
February 2011,13971,1,16722,229
February 2011,15321,1,15687,228
February 2011,17735,1,16191,226
February 2011,14157,1,18055,226
February 2011,15708,1,16458,226
February 2011,15712,1,17315,225
February 2011,17530,1,14030,225
February 2011,13184,1,16378,225
February 2011,17282,1,16992,225
February 2011,13301,1,17787,224
February 2011,13334,1,15203,224
February 2011,16494,1,13854,223
February 2011,14472,1,13904,223
February 2011,14048,1,14188,223
February 2011,13327,1,17507,222
February 2011,17685,1,13475,222
February 2011,15382,1,16686,220
February 2011,17454,1,16057,217
February 2011,14680,1,13871,217
February 2011,13410,1,14194,217
February 2011,13941,1,16084,216
February 2011,17017,1,14803,216
February 2011,16255,1,14276,216
February 2011,16019,1,16931,215
February 2011,17085,1,17516,215
February 2011,15856,1,14534,214
February 2011,13171,1,18230,212
February 2011,18114,1,16912,212
February 2011,17667,1,14099,212
February 2011,14600,1,12839,212
February 2011,18188,1,13394,212
February 2011,16143,1,18223,211
February 2011,15121,1,13047,211
February 2011,17175,1,14107,211
February 2011,13851,1,18056,211
February 2011,13610,1,16434,211
February 2011,16940,1,16110,210
February 2011,15932,1,17567,210
February 2011,13133,1,15090,208
February 2011,15951,1,15227,208
February 2011,13675,1,17090,208
February 2011,16509,1,13742,206
February 2011,14465,1,13675,204
February 2011,12956,1,16431,204
February 2011,16030,1,17422,204
February 2011,16556,1,15606,203
February 2011,13753,1,17706,202
February 2011,15808,1,15719,202
February 2011,15811,1,16746,200
February 2011,16842,1,17348,199
February 2011,13261,1,16515,199
February 2011,14549,1,18250,198
February 2011,18138,1,13939,198
February 2011,17392,1,15755,198
February 2011,15356,1,17135,198
February 2011,16771,1,17530,197
February 2011,13802,1,17230,197
February 2011,17692,1,18202,197
February 2011,12867,1,16425,196
February 2011,14961,1,15738,196
February 2011,17838,1,14411,196
February 2011,16841,1,16531,193
February 2011,13309,1,16145,193
February 2011,13362,1,17937,192
February 2011,17774,1,13090,192
February 2011,14346,1,13157,190
February 2011,17686,1,13261,190
February 2011,16425,1,14415,190
February 2011,17706,1,13893,190
February 2011,18223,1,13706,189
February 2011,13881,1,17994,189
February 2011,16980,1,14745,188
February 2011,13151,1,16405,187
February 2011,14978,1,14157,186
February 2011,14733,1,14465,186
February 2011,14239,1,13069,186
February 2011,13728,1,13038,186
February 2011,13750,1,17171,185
February 2011,17849,1,17063,185
February 2011,14532,1,17126,184
February 2011,14540,1,18178,182
February 2011,14289,1,15811,181
February 2011,17105,1,14443,181
February 2011,16339,1,17730,180
February 2011,14036,1,15114,179
February 2011,14293,1,17663,179
February 2011,16612,1,17571,178
February 2011,17537,1,17612,177
February 2011,17730,1,17504,176
February 2011,17787,1,14825,175
February 2011,14044,1,17228,175
February 2011,16456,1,15951,174
February 2011,15203,1,15421,174
February 2011,15719,1,13799,174
February 2011,15062,1,14754,173
February 2011,15615,1,13085,172
February 2011,17162,1,15990,171
February 2011,13069,1,12748,170
February 2011,13381,1,16701,170
February 2011,17255,1,13862,169
February 2011,13044,1,14733,168
February 2011,14101,1,16493,168
February 2011,15996,1,14035,168
February 2011,14715,1,18231,167
February 2011,17843,1,17356,166
February 2011,17358,1,12945,165
February 2011,14085,1,13012,165
February 2011,16700,1,18188,164
February 2011,14217,1,15932,164
February 2011,14496,1,13494,162
February 2011,13178,1,14127,161
February 2011,17859,1,16553,160
February 2011,17027,1,14631,160
February 2011,15065,1,16997,160
February 2011,13581,1,16143,158
February 2011,13893,1,14667,158
February 2011,15981,1,17560,158
February 2011,18065,1,13208,157
February 2011,12990,1,13230,157
February 2011,13862,1,12842,157
February 2011,16951,1,17462,155
February 2011,17975,1,14849,153
February 2011,14030,1,13751,152
February 2011,17672,1,16393,151
February 2011,17863,1,13851,150
February 2011,13047,1,14239,150
February 2011,15903,1,14051,150
February 2011,13904,1,17457,150
February 2011,16045,1,15838,150
February 2011,14386,1,14289,148
February 2011,13993,1,14810,148
February 2011,16317,1,15290,148
February 2011,14676,1,14562,147
February 2011,14798,1,13305,146
February 2011,12842,1,13168,146
February 2011,14639,1,12852,145
February 2011,14959,1,17071,144
February 2011,13706,1,14978,144
February 2011,14227,1,13750,144
February 2011,14060,1,15753,144
February 2011,16110,1,16133,143
February 2011,17171,1,16558,142
February 2011,13744,1,14462,142
February 2011,13137,1,13345,141
February 2011,17705,1,13137,141
February 2011,13870,1,15910,141
February 2011,13973,1,13630,140
February 2011,13875,1,16072,140
February 2011,18283,1,13951,140
February 2011,12939,1,16407,139
February 2011,14530,1,14959,138
February 2011,14825,1,14587,137
February 2011,14470,1,12988,136
February 2011,18196,1,14549,136
February 2011,16084,1,16156,136
February 2011,14502,1,17757,136
February 2011,15809,1,16612,135
February 2011,17231,1,13718,135
February 2011,18094,1,14778,135
February 2011,17850,1,12989,135
February 2011,16473,1,13184,134
February 2011,15236,1,14470,134
February 2011,16907,1,14755,134
February 2011,17226,1,13539,134
February 2011,15005,1,18065,133
February 2011,14755,1,13292,133
February 2011,13477,1,15465,133
February 2011,13751,1,18159,133
February 2011,15303,1,16719,131
February 2011,17126,1,15406,130
February 2011,15090,1,13468,129
February 2011,17591,1,13410,128
February 2011,17338,1,14379,128
February 2011,16156,1,18118,127
February 2011,15199,1,17859,127
February 2011,16775,1,17231,127
February 2011,14231,1,13078,127
February 2011,17571,1,17685,126
February 2011,15785,1,14600,125
February 2011,13246,1,15121,125
February 2011,16746,1,15570,125
February 2011,14513,1,15589,125
February 2011,16553,1,14085,124
February 2011,14631,1,16518,124
February 2011,13494,1,15796,123
February 2011,16667,1,13842,122
February 2011,15373,1,14540,122
February 2011,16717,1,14475,122
February 2011,17567,1,14431,122
February 2011,16057,1,16401,122
February 2011,13824,1,14897,122
February 2011,17442,1,17576,121
February 2011,14379,1,15996,120
February 2011,17306,1,13477,120
February 2011,14754,1,14189,120
February 2011,17075,1,16938,120
February 2011,17348,1,15407,120
February 2011,14057,1,15199,118
February 2011,16394,1,14231,117
February 2011,14573,1,15129,117
February 2011,14107,1,15356,116
February 2011,13292,1,15970,116
February 2011,17323,1,17035,115
February 2011,17364,1,17323,115
February 2011,16638,1,17085,114
February 2011,17293,1,13606,114
February 2011,17994,1,18125,112
February 2011,13509,1,15809,112
February 2011,17884,1,13880,112
February 2011,15129,1,12913,112
February 2011,16359,1,15722,112
February 2011,13453,1,18257,112
February 2011,14243,1,18151,111
February 2011,12929,1,16573,111
February 2011,15370,1,14162,110
February 2011,18116,1,16033,110
February 2011,17117,1,13955,110
February 2011,14841,1,16441,110
February 2011,18230,1,12980,110
February 2011,13718,1,15712,109
February 2011,17114,1,16814,109
February 2011,15867,1,13973,109
February 2011,13880,1,15002,108
February 2011,17504,1,14229,108
February 2011,15227,1,14502,107
February 2011,13488,1,17711,107
February 2011,18155,1,15133,106
February 2011,17937,1,16725,106
February 2011,13630,1,13610,105
February 2011,17291,1,17075,105
February 2011,16393,1,14541,104
February 2011,16401,1,13397,103
February 2011,16722,1,16014,102
February 2011,15550,1,13327,102
February 2011,15810,1,17517,102
February 2011,16349,1,14210,102
February 2011,15421,1,17446,102
February 2011,15974,1,15062,101
February 2011,16592,1,14543,101
February 2011,16656,1,14243,100
February 2011,16208,1,14176,100
February 2011,13397,1,17165,100
February 2011,15228,1,18017,100
February 2011,16072,1,14520,100
February 2011,13038,1,12891,100
February 2011,17419,1,14477,100
February 2011,12845,1,13894,99
February 2011,12857,1,17392,99
February 2011,13168,1,17302,99
February 2011,17576,1,13993,98
February 2011,14004,1,14555,98
February 2011,16518,1,17034,98
February 2011,16570,1,16419,98
February 2011,13800,1,13491,97
February 2011,15093,1,15550,96
February 2011,12993,1,17526,96
February 2011,16668,1,13301,95
February 2011,13085,1,17293,95
February 2011,16938,1,18168,95
February 2011,16493,1,13098,94
February 2011,13539,1,16838,93
February 2011,13871,1,16255,92
February 2011,18225,1,14346,92
February 2011,14466,1,16979,92
February 2011,14803,1,17412,92
February 2011,15910,1,18155,91
February 2011,14457,1,15670,91
February 2011,16086,1,17095,91
February 2011,16235,1,14293,90
February 2011,13475,1,17774,89
February 2011,15845,1,15656,89
February 2011,15114,1,14527,88
February 2011,18056,1,17843,88
February 2011,18151,1,17027,88
February 2011,17356,1,17705,88
February 2011,18178,1,14457,88
February 2011,17462,1,13118,88
February 2011,15970,1,13534,87
February 2011,13425,1,17975,87
February 2011,12945,1,13963,87
February 2011,14276,1,15543,86
February 2011,18202,1,15058,86
February 2011,14411,1,15005,85
February 2011,17165,1,15281,85
February 2011,17302,1,16668,84
February 2011,15990,1,17809,84
February 2011,16403,1,16427,84
February 2011,17517,1,16109,84
February 2011,16531,1,14701,83
February 2011,14188,1,16913,82
February 2011,16573,1,14438,82
February 2011,13012,1,15024,80
February 2011,17663,1,16037,80
February 2011,12913,1,16667,78
February 2011,14046,1,14312,78
February 2011,16515,1,17454,77
February 2011,14555,1,16115,77
February 2011,13584,1,17362,76
February 2011,15984,1,14798,76
February 2011,14692,1,13453,76
February 2011,13090,1,14044,75
February 2011,16466,1,17255,75
February 2011,14099,1,14496,73
February 2011,14210,1,17214,73
February 2011,14850,1,16598,73
February 2011,16434,1,17291,72
February 2011,14702,1,13932,72
February 2011,17809,1,16748,72
February 2011,12839,1,13094,72
February 2011,13629,1,16148,72
February 2011,16904,1,14410,71
February 2011,17711,1,15226,71
February 2011,14745,1,16928,71
February 2011,14078,1,12823,70
February 2011,13932,1,14466,70
February 2011,18159,1,16907,69
February 2011,16115,1,17117,68
February 2011,18168,1,16711,68
February 2011,12931,1,16098,68
February 2011,15002,1,16473,67
February 2011,14113,1,17692,66
February 2011,14627,1,14532,66
February 2011,17457,1,13110,66
February 2011,17894,1,14880,66
February 2011,15971,1,14644,66
February 2011,17228,1,16466,65
February 2011,13963,1,13636,65
February 2011,16913,1,16509,64
February 2011,15543,1,12993,64
February 2011,14258,1,17894,64
February 2011,15605,1,12897,64
February 2011,15854,1,17346,62
February 2011,13865,1,17591,61
February 2011,14229,1,16235,61
February 2011,15670,1,14692,61
February 2011,16546,1,15854,60
February 2011,15058,1,17288,60
February 2011,14304,1,18229,60
February 2011,14543,1,18283,59
February 2011,14371,1,13623,59
February 2011,16332,1,15605,59
February 2011,16598,1,14898,59
February 2011,12897,1,14878,58
February 2011,15722,1,15658,57
February 2011,17790,1,18116,56
February 2011,18109,1,15059,56
February 2011,17346,1,18114,55
February 2011,15577,1,14386,54
February 2011,14312,1,17790,54
February 2011,13394,1,13171,53
February 2011,15281,1,15874,52
February 2011,17881,1,12990,50
February 2011,15024,1,16353,48
February 2011,15589,1,17830,48
February 2011,17002,1,15107,48
February 2011,17830,1,14715,46
February 2011,14233,1,14180,46
February 2011,16145,1,17358,45
February 2011,13590,1,18219,45
February 2011,14194,1,17924,45
February 2011,17288,1,17609,44
February 2011,17034,1,15984,43
February 2011,15755,1,13865,42
February 2011,17857,1,17223,42
February 2011,16419,1,15981,40
February 2011,16711,1,14573,40
February 2011,17095,1,16332,40
February 2011,15397,1,17236,40
February 2011,14880,1,14147,40
February 2011,18075,1,18138,38
February 2011,14778,1,13728,38
February 2011,16182,1,13684,38
February 2011,13955,1,15827,38
February 2011,13149,1,13666,37
February 2011,16838,1,15373,37
February 2011,14878,1,12929,37
February 2011,17412,1,13584,37
February 2011,13636,1,16073,37
February 2011,15838,1,18075,36
February 2011,16098,1,17929,36
February 2011,17135,1,18109,35
February 2011,14035,1,17376,35
February 2011,13792,1,12956,34
February 2011,15656,1,14659,34
February 2011,15847,1,14078,34
February 2011,13799,1,14371,34
February 2011,14438,1,16086,33
February 2011,16748,1,17881,32
February 2011,18017,1,15724,31
February 2011,14520,1,14702,31
February 2011,16037,1,13581,30
February 2011,17376,1,14744,30
February 2011,14898,1,15781,29
February 2011,16441,1,14760,28
February 2011,14329,1,13792,28
February 2011,13021,1,17659,28
February 2011,16210,1,13873,27
February 2011,17361,1,15843,27
February 2011,17090,1,16775,26
February 2011,18068,1,16904,26
February 2011,17929,1,14735,25
February 2011,18219,1,16998,24
February 2011,17236,1,14616,24
February 2011,14410,1,16339,23
February 2011,14897,1,17114,22
February 2011,17940,1,14560,22
February 2011,13951,1,12845,21
February 2011,17223,1,15397,20
February 2011,14441,1,15759,20
February 2011,15781,1,16716,20
February 2011,15843,1,18061,17
February 2011,15602,1,17961,17
February 2011,17912,1,15867,16
February 2011,15226,1,12877,16
February 2011,14092,1,17849,15
February 2011,18229,1,16566,14
February 2011,13414,1,17848,13
February 2011,17848,1,14217,12
February 2011,17188,1,17361,12
February 2011,15864,1,14460,12
February 2011,17659,1,17389,12
February 2011,13784,1,13133,11
February 2011,12877,1,16349,9
February 2011,12891,1,14513,7
February 2011,15874,1,15577,7
February 2011,16692,1,18068,6
February 2011,14147,1,17912,4
February 2011,16765,1,14842,4
February 2011,13115,1,16765,4
February 2011,12967,1,15940,4
February 2011,18245,1,13983,2
February 2011,12943,1,16692,1
February 2011,17446,1,17867,1
February 2011,13848,1,16897,0
February 2011,13606,1,13672,0
February 2011,15694,1,14676,-1
February 2011,17526,1,13021,-1
February 2011,15940,1,15602,-1
February 2011,15759,1,14092,-1
February 2011,16998,1,13115,-1
February 2011,12951,1,12967,-1
February 2011,13599,1,12943,-1
February 2011,16730,1,12951,-1
February 2011,13094,1,18084,-1
February 2011,17389,1,13141,-1
February 2011,14616,1,15079,-1
February 2011,15407,1,17213,-1
February 2011,15797,1,16985,-2
February 2011,16427,1,15864,-4
February 2011,16109,1,14627,-5
February 2011,14477,1,14441,-5
February 2011,14644,1,16717,-6
February 2011,18084,1,14133,-6
February 2011,16148,1,14329,-6
February 2011,13141,1,18245,-7
February 2011,15079,1,16403,-11
February 2011,15753,1,15694,-12
February 2011,15513,1,17188,-17
February 2011,17388,1,17850,-40
February 2011,16985,1,15061,-46
February 2011,15638,1,13599,-48
February 2011,15107,1,15638,-52
February 2011,17858,1,14113,-78
February 2011,13983,1,14304,-85
February 2011,16566,1,16730,-96
February 2011,17213,1,15513,-144
January 2011,14606,13,15749,9014
January 2011,17841,12,17450,6030
January 2011,15311,12,16422,3925
January 2011,13089,11,13089,3645
January 2011,16191,9,14298,3476
January 2011,15039,7,15311,3327
January 2011,15061,7,13694,3310
January 2011,13534,7,15769,2832
January 2011,17389,7,13798,2818
January 2011,16029,6,13081,2598
January 2011,13798,6,14088,1927
January 2011,12971,6,17511,1904
January 2011,14299,6,14258,1798
January 2011,14527,5,15061,1710
January 2011,15518,5,15498,1628
January 2011,16422,5,13093,1587
January 2011,14180,5,15039,1519
January 2011,15881,5,15601,1317
January 2011,13102,4,13408,1288
January 2011,17799,4,15179,1244
January 2011,12748,4,16767,1223
January 2011,14680,4,14135,1190
January 2011,14688,4,17428,1120
January 2011,13093,4,14680,1117
January 2011,14298,4,14062,1059
January 2011,15291,4,13082,1032
January 2011,13148,4,15358,1007
January 2011,17406,4,16029,1005
January 2011,18223,4,14828,968
January 2011,13408,4,13458,929
January 2011,14426,4,15379,908
January 2011,18109,4,13001,908
January 2011,15189,4,13162,892
January 2011,16814,4,12971,876
January 2011,16839,4,17841,799
January 2011,15602,4,17602,794
January 2011,15107,4,17722,793
January 2011,13081,3,17744,778
January 2011,15379,3,14606,778
January 2011,15498,3,15513,758
January 2011,14040,3,13488,753
January 2011,13078,3,14060,747
January 2011,12841,3,14329,740
January 2011,15696,3,14049,733
January 2011,13680,3,14733,726
January 2011,13458,3,14031,717
January 2011,17811,3,17365,712
January 2011,13113,3,13328,680
January 2011,15194,3,15296,679
January 2011,13694,3,14101,664
January 2011,14733,3,12989,648
January 2011,17576,3,14189,646
January 2011,17450,3,14321,645
January 2011,14215,3,13246,634
January 2011,16923,3,15093,628
January 2011,14135,3,13253,624
January 2011,15358,3,15057,614
January 2011,16714,3,14776,612
January 2011,16779,3,16714,602
January 2011,15601,3,17949,600
January 2011,13098,3,17611,594
January 2011,14702,3,13102,594
January 2011,15535,3,16814,585
January 2011,18041,3,15415,575
January 2011,13854,3,13659,572
January 2011,14341,3,17585,571
January 2011,14175,3,17284,571
January 2011,16670,3,13198,569
January 2011,15513,3,18145,567
January 2011,14229,3,16839,557
January 2011,16656,3,13004,556
January 2011,15235,3,17324,555
January 2011,15213,3,12939,552
January 2011,14735,3,13819,546
January 2011,17368,3,17188,536
January 2011,13090,3,16843,534
January 2011,17315,3,12826,533
January 2011,14744,3,18041,528
January 2011,17428,3,13680,526
January 2011,13199,3,15497,526
January 2011,17611,2,15159,520
January 2011,14541,2,15298,517
January 2011,14049,2,17406,512
January 2011,17180,2,15281,504
January 2011,18283,2,16401,492
January 2011,16033,2,14669,488
January 2011,15059,2,15939,487
January 2011,12826,2,16779,486
January 2011,13107,2,16532,480
January 2011,17744,2,14085,478
January 2011,13742,2,16567,476
January 2011,13668,2,16327,465
January 2011,15708,2,13107,463
January 2011,17602,2,16700,463
January 2011,13396,2,14426,461
January 2011,16725,2,17673,453
January 2011,17511,2,13280,452
January 2011,16019,2,16496,450
January 2011,18069,2,15194,450
January 2011,14505,2,16730,445
January 2011,13491,2,13225,444
January 2011,15298,2,15222,440
January 2011,16353,2,13199,432
January 2011,13615,2,14257,424
January 2011,14669,2,18260,423
January 2011,14978,2,17306,422
January 2011,17068,2,18095,419
January 2011,17091,2,16303,418
January 2011,14534,2,17463,417
January 2011,13001,2,15518,413
January 2011,17365,2,14800,412
January 2011,13862,2,17311,410
January 2011,18226,2,17675,408
January 2011,17722,2,13233,404
January 2011,12947,2,14769,403
January 2011,15867,2,15738,401
January 2011,14653,2,13183,400
January 2011,13715,2,13629,400
January 2011,13230,2,15673,398
January 2011,15549,2,17799,395
January 2011,16326,2,18125,392
January 2011,17364,2,14688,391
January 2011,13050,2,16618,390
January 2011,18179,2,13324,390
January 2011,16395,2,15549,388
January 2011,17730,2,15326,386
January 2011,15769,2,16735,385
January 2011,15005,2,18092,384
January 2011,17581,2,15046,381
January 2011,12957,2,18179,379
January 2011,18095,2,16655,373
January 2011,13488,2,15696,369
January 2011,14779,2,16395,369
January 2011,12868,2,17811,368
January 2011,14217,2,15615,368
January 2011,13280,2,18226,365
January 2011,15281,2,13168,365
January 2011,16112,2,16889,365
January 2011,16497,2,16222,363
January 2011,13963,2,17277,362
January 2011,14709,2,16013,362
January 2011,13141,2,15033,361
January 2011,13310,2,14045,359
January 2011,15738,2,15023,357
January 2011,14796,2,18008,355
January 2011,14189,2,14215,349
January 2011,17591,2,15464,348
January 2011,17095,2,15640,348
January 2011,17796,2,13048,347
January 2011,12951,2,18223,347
January 2011,13004,2,13097,344
January 2011,14320,2,12921,344
January 2011,17757,2,16112,342
January 2011,17965,2,13426,341
January 2011,13246,2,14744,340
January 2011,12997,2,14040,336
January 2011,13983,2,16191,335
January 2011,18239,2,18061,334
January 2011,13506,2,12957,332
January 2011,14060,2,16122,328
January 2011,16145,2,12916,325
January 2011,15171,2,12935,325
January 2011,15422,2,14659,323
January 2011,13162,2,15808,322
January 2011,13777,2,13600,322
January 2011,17188,2,16133,322
January 2011,12853,2,18245,320
January 2011,17243,2,13963,319
January 2011,17306,2,14334,318
January 2011,14031,2,17082,316
January 2011,15058,2,17338,316
January 2011,15661,2,14849,315
January 2011,14085,2,17735,314
January 2011,15749,2,15626,312
January 2011,13468,2,14541,309
January 2011,12854,2,13148,309
January 2011,16235,2,17315,307
January 2011,14404,2,17690,305
January 2011,13769,2,13862,305
January 2011,15159,2,14653,305
January 2011,13672,2,13982,304
January 2011,17677,2,14307,304
January 2011,13576,2,13709,303
January 2011,13700,2,16771,303
January 2011,12970,2,13141,301
January 2011,13284,2,15831,300
January 2011,14502,2,13784,300
January 2011,18190,2,15218,296
January 2011,14692,2,17431,292
January 2011,13693,2,13113,289
January 2011,16782,2,13319,286
January 2011,15831,2,17068,286
January 2011,14572,2,13576,283
January 2011,13126,2,17364,282
January 2011,17048,2,12868,281
January 2011,15046,2,13385,281
January 2011,17213,2,16551,281
January 2011,16875,2,15235,278
January 2011,15497,2,13764,277
January 2011,18075,2,13742,276
January 2011,13599,2,12841,276
January 2011,15939,2,13700,274
January 2011,18260,2,15727,273
January 2011,16359,2,16558,272
January 2011,14849,2,15213,270
January 2011,15465,2,18097,270
January 2011,13473,2,13174,269
January 2011,13767,2,18239,268
January 2011,15827,2,15144,264
January 2011,17094,2,17457,264
January 2011,16133,2,17787,263
January 2011,17961,2,13534,261
January 2011,15373,2,13869,261
January 2011,15290,2,13599,261
January 2011,15596,2,16748,260
January 2011,16124,2,13451,260
January 2011,16013,2,16701,260
January 2011,12908,2,14130,258
January 2011,13784,2,17730,257
January 2011,14045,2,14409,253
January 2011,15953,2,13126,253
January 2011,15100,2,17375,250
January 2011,12829,2,13069,250
January 2011,15777,2,12829,250
January 2011,13094,2,16850,249
January 2011,16554,2,17019,244
January 2011,12346,2,17965,244
January 2011,14047,2,15708,243
January 2011,13929,2,14916,243
January 2011,17954,1,18077,243
January 2011,16496,1,13854,241
January 2011,15034,1,17491,240
January 2011,18125,1,16033,239
January 2011,17256,1,14210,238
January 2011,15719,1,14755,238
January 2011,17555,1,17091,237
January 2011,16833,1,16145,236
January 2011,14800,1,15661,236
January 2011,14146,1,14006,236
January 2011,18118,1,13715,235
January 2011,14309,1,15079,235
January 2011,14321,1,17504,233
January 2011,15607,1,12947,233
January 2011,13842,1,15448,232
January 2011,17690,1,13310,231
January 2011,15694,1,13707,231
January 2011,13426,1,15867,230
January 2011,18061,1,15290,230
January 2011,15339,1,17581,226
January 2011,17673,1,14739,224
January 2011,14130,1,15719,223
January 2011,14409,1,17609,223
January 2011,13982,1,16477,223
January 2011,13263,1,18198,222
January 2011,14224,1,18118,221
January 2011,14657,1,16353,218
January 2011,16983,1,17621,218
January 2011,17027,1,14667,217
January 2011,17609,1,13969,212
January 2011,13319,1,17685,210
January 2011,17685,1,18161,208
January 2011,15649,1,14735,208
January 2011,18229,1,15845,208
January 2011,16719,1,14796,207
January 2011,13174,1,14657,206
January 2011,16255,1,16019,206
January 2011,13198,1,15529,205
January 2011,16532,1,14092,205
January 2011,15529,1,15189,205
January 2011,14258,1,16497,204
January 2011,13758,1,16676,204
January 2011,15296,1,15607,202
January 2011,15808,1,16985,202
January 2011,13267,1,15916,201
January 2011,16150,1,14341,201
January 2011,15464,1,16997,200
January 2011,18106,1,17381,200
January 2011,13837,1,17769,200
January 2011,13593,1,13593,199
January 2011,16931,1,13330,198
January 2011,15447,1,15570,198
January 2011,15218,1,13098,197
January 2011,12916,1,14270,197
January 2011,14715,1,16350,196
January 2011,14210,1,17677,195
January 2011,16525,1,16755,193
January 2011,15262,1,13473,192
January 2011,16558,1,13767,192
January 2011,13999,1,14440,191
January 2011,15023,1,13050,190
January 2011,16816,1,15171,190
January 2011,14257,1,14978,189
January 2011,17888,1,13983,189
January 2011,15841,1,17001,189
January 2011,17894,1,16670,188
January 2011,15370,1,14472,187
January 2011,15910,1,15485,187
January 2011,14587,1,18085,187
January 2011,16168,1,16770,185
January 2011,15174,1,15034,184
January 2011,17504,1,18062,184
January 2011,14243,1,16255,183
January 2011,16303,1,13615,183
January 2011,13253,1,18109,183
January 2011,16850,1,13078,182
January 2011,15326,1,15443,182
January 2011,13898,1,15569,182
January 2011,17585,1,16600,182
January 2011,16407,1,15799,181
January 2011,16949,1,14572,181
January 2011,15167,1,14770,180
